   9.9999999999999965E-011  -1.4826898659267351E-073  -1.1861517915173775E-062  -8.3030616296056795E-052  -4.9818362489508049E-041   4.8017209551969966E-064   4.1310105239110590E-059   1.6806025011418226E-063   1.4458538627698555E-058
   1.0240268437274931E-010  -1.7928379755701262E-073  -1.4006178294081555E-062  -9.5742838816484715E-052  -5.6097840633658216E-041   5.5368780478315834E-064   4.6517139414633864E-059   1.9379075137268580E-063   1.6281000863799168E-058
   1.0486309766744958E-010  -2.1678626658520026E-073  -1.6538610970495700E-062  -1.1040133855334968E-051  -6.3168831022122849E-041   6.3845897729196350E-064   5.2380507040803216E-059   2.2346066531243865E-063   1.8333179849680694E-058
   1.0738262692788628E-010  -2.6213347776747590E-073  -1.9528928374757316E-062  -1.2730409604220004E-051  -7.1131101753888004E-041   7.3620885628734314E-064   5.8982937280735291E-059   2.5767312716646407E-063   2.0644030798867287E-058
   1.0996269252413035E-010  -3.1696638915579778E-073  -2.3059919842692255E-062  -1.4679471347785890E-051  -8.0096996441387929E-041   8.4892451841284854E-064   6.6417587097633393E-059   2.9712361387644872E-063   2.3246158655906620E-058
   1.1260474895326245E-010  -3.8326921333207629E-073  -2.7229343704569500E-062  -1.6926939951858663E-051  -9.0193019321641271E-041   9.7889726735102435E-064   7.4789355652387621E-059   3.4261408186878200E-063   2.6176278135675115E-058
   1.1531028565933613E-010  -4.6344121916448868E-073  -3.2152633802630945E-062  -1.9518502348343073E-051  -1.0156162016661347E-040   1.1287692118396591E-063   8.4216364377657053E-059   3.9506926936401757E-063   2.9475731749466851E-058
   1.1808082787304606E-010  -5.6038355300734108E-073  -3.7966095369257080E-062  -2.2506840266958986E-051  -1.1436320417676790E-040   1.3015869749118673E-063   9.4831623611156085E-059   4.5555549461547706E-063   3.3191073126873017E-058
   1.2091793747156481E-010  -6.7760422110177095E-073  -4.4830678746218404E-062  -2.5952701158418196E-051  -1.2877839521668160E-040   1.5008636261731450E-063   1.0678490930430621E-058   5.2530233221141288E-063   3.7374723864007791E-058
   1.2382321385904491E-010  -8.1934503212523555E-073  -5.2936435423427783E-062  -2.9926133078925629E-051  -1.4501058432547468E-040   1.7306500960819759E-063   1.2024487628461928E-058   6.0572760807960629E-063   4.2085713165639567E-058
   1.2679829486827265E-010  -9.9073509349873433E-073  -6.2507779766167493E-062  -3.4507908638956174E-051  -1.6328879946050425E-040   1.9956175239582442E-063   1.3540143788976376E-058   6.9846622129765416E-063   4.7390510717411727E-058
   1.2984485768398528E-010  -1.1979764159488504E-072  -7.3809702105881537E-062  -3.9791166962562156E-051  -1.8387093696479111E-040   2.3011522137023422E-063   1.5246844554842638E-058   8.0540337860334091E-063   5.3363964539474574E-058
